661.714844 47.777439 316.251099
Wait
20
679.384033 48.075455 313.425354
690.444702 49.078468 312.590485
700.429199 49.069275 313.467346
710.315735 49.124557 315.394836
Wait
20
727.097290 49.393795 318.552490
736.769348 49.347626 321.497345
Wait
20
747.702209 49.190250 330.944244
752.395386 49.013046 340.206787
Wait
20
757.934631 48.354889 352.485962
766.333496 48.473343 358.125244
Wait
20
773.053650 49.205055 363.382111
777.496582 49.132168 373.110229
783.627441 49.954704 385.625000
789.036255 50.348351 394.241638
794.319641 50.973557 402.889526
799.693542 51.472248 411.312805
Wait
20
805.191040 51.187572 418.341919
804.545898 50.588802 428.524200
803.904785 49.477863 438.487152
802.852051 48.001450 448.507263
801.429565 47.155678 458.663513
Wait
20
799.749512 47.705460 470.371552
808.275330 47.196976 465.072632
816.917480 47.317200 459.472931
824.933167 47.009602 453.434387
Wait
20
826.823181 46.922363 452.012573
Wait
20
835.843445 46.787529 454.880402
837.802063 46.341427 445.023224
840.925537 47.071621 435.542847
845.216370 48.862919 426.371124
Wait
20
848.652283 50.131577 420.952454
842.789551 48.347725 429.069061
837.254639 47.010735 437.709747
838.513916 46.378258 447.618866
848.450928 46.719299 450.020294
857.447815 46.941906 445.203552
862.906250 46.932163 436.808594
Wait
20
870.067322 47.529240 430.188049
875.770935 46.814903 438.730255
882.158997 47.535255 446.636841
889.294128 48.682411 453.721527
893.994385 50.708912 458.295685
889.620239 48.420166 451.822357
885.666199 46.857594 442.628235
885.106750 45.961639 432.467010
890.031311 46.228153 423.748779
898.932434 46.493633 419.006348
907.048035 46.044384 416.143707
896.909851 46.171436 415.144989
886.842834 46.177937 413.813110
877.787476 46.874043 409.535370
873.399658 47.660080 400.398529
877.246887 47.428764 391.156128
884.199341 47.394329 383.647766
878.044739 47.320221 391.911713
873.624084 47.614460 401.658844
872.667175 47.653030 404.891754
864.077698 48.694767 410.023804
855.085938 50.046539 414.913757
846.011414 50.547348 419.559326
Wait
20
811.844482 49.912022 428.673767
805.346680 51.143269 421.094849
799.183411 51.470551 412.724670
793.559509 51.019333 404.268860
787.944336 50.382702 395.615967
782.415833 49.955437 387.096497
776.887207 49.946907 378.529816
771.677551 49.218052 369.927917
767.768860 48.827030 360.388885
766.049744 47.661453 350.221954
765.966125 47.598427 340.050507
Wait
20
