Piercing the Darkness: A Very Fortunate Turn of Events Part II
Custom
HailActorGetQuest -Actor "Hulda Flintbraid"
145.900894 -510.724182 4.162918
135.808487 -510.724182 4.888522
125.783348 -510.724182 5.935097
115.706459 -510.724182 7.009077
105.674316 -510.724182 8.078286
95.695869 -511.754578 9.141767
85.894630 -511.814697 11.227944
76.054245 -511.814697 13.494450
66.357277 -511.814697 15.955697
56.677837 -511.814697 18.897953
Custom
ZoneDoor zone_from_ts_sigline_seru_tradeskill_room
51.040821 -511.814697 23.495153
-193.869446 179.810364 100.017067
-202.354980 179.800613 94.585754
-211.436264 179.785355 89.916389
-220.694550 179.753387 86.107574
-230.460358 179.758118 83.044502
Custom
Teleporter -240.899399 180.167099 79.115356
-234.137985 179.758255 81.825302
-194.341415 86.851440 292.035156
-189.660324 86.465973 297.217499
-184.623657 83.119995 288.902069
-178.804504 81.854477 280.778503
-183.029282 81.857948 271.555206
-190.406891 81.863815 264.316467
-197.835175 81.881119 257.248199
-205.099701 81.876846 250.294098
-211.835983 81.869186 242.538345
-218.064194 84.567490 234.999832
-224.203796 87.616364 227.568390
-230.609161 87.643967 219.815247
-237.166473 87.645241 211.878174
-243.521469 87.636612 203.957458
-249.810318 87.635612 195.831390
-255.977524 87.641022 187.862518
-262.314697 87.660858 179.673615
-268.445007 87.680740 171.751968
-274.684937 87.673531 163.688766
-280.961334 87.667130 155.578400
-287.116119 87.660851 147.625214
-293.328766 87.652206 139.541641
-298.425293 87.643272 130.694778
-302.623688 87.634483 121.387939
-305.960938 87.634933 111.842316
-309.122559 87.640884 102.023613
-311.846069 87.664024 92.347031
-314.125580 87.948257 82.575043
-316.161743 89.031738 72.645477
-318.189911 89.752190 62.754845
-320.238007 89.616943 52.766857
-322.341980 89.616943 42.506298
-324.366089 89.616943 32.635136
-328.572388 89.616943 23.352083
-336.320526 89.616943 16.684477
-345.688324 89.616943 12.819937
-355.190521 89.628220 9.659843
-364.720764 89.632263 6.150172
-374.446808 88.002121 3.797571
-384.528778 87.724243 2.791393
-394.714172 87.997009 1.434875
-404.722260 87.997009 0.101971
Custom
ZoneDoor "Zone from Sanctus Seru" 2
-406.288422 88.468864 -0.106615
676.179688 47.569256 660.784912
668.854675 45.718418 653.863953
661.648987 44.614117 647.018188
654.458435 43.391113 640.160950
647.394348 41.591984 633.143616
640.685608 40.515503 625.759705
Custom
Path -PathLines 443 -Loop -Reverse -CommonTrigger "QuestStepChecked:collected the required components" -QueryActor "-ActorName|stone cluster|-Trigger|QuestStepChecked:Clusters|-Events|Harvest" -QueryActor "-ActorName|root break|-Trigger|QuestStepChecked:Roots|-Events|Harvest" -QueryActor "-ActorName|root break|-Trigger|QuestStepChecked:Jumping Creeper|-Events|Harvest" -QueryActor "-ActorName|berry bush|-Trigger|QuestStepChecked:Algae|-Events|Harvest"
634.399963 40.566517 617.657288
628.352051 40.960094 609.696350
622.159790 41.954330 601.545349
615.512817 43.271023 593.878784
609.249695 45.143684 586.006409
607.043701 46.821373 576.390442
600.850098 48.622547 568.627991
592.558472 49.956829 562.967163
583.407166 49.429501 558.608459
574.368042 48.809856 554.337097
565.113281 48.725414 549.963867
555.804871 48.710262 545.565125
546.496338 48.309666 541.166504
537.439392 47.560234 536.886658
528.166931 48.206120 532.504883
519.127869 48.605473 528.233582
509.747772 48.689171 523.800903
500.088196 49.174717 520.665894
490.701355 49.587868 517.169800
481.213287 50.600548 513.383118
471.943848 52.143051 509.638306
462.416382 52.922657 505.789551
452.870514 53.177032 501.933350
443.675140 54.656868 498.217560
434.490692 56.773525 494.320618
425.405701 58.357430 490.197205
416.399292 59.764717 485.950928
407.145691 62.176907 481.864746
397.787537 64.060326 477.970032
388.552368 65.994682 474.141968
379.439514 67.969231 470.279510
370.281158 69.277771 466.271484
361.446930 72.312607 462.465027
352.671722 75.056107 458.338165
344.097717 77.429695 453.358459
335.634338 78.538849 448.000824
327.244629 78.480400 442.138306
319.121155 78.466110 436.277435
311.109161 78.538849 430.265656
302.938568 78.538849 423.969421
295.176971 78.538849 417.515015
287.710144 78.538849 410.631073
279.730560 78.538849 404.192535
272.091217 77.120827 397.393066
265.277618 71.123482 393.188782
258.683319 64.267914 389.548401
249.534546 63.691299 385.146118
240.235474 61.128567 381.476532
231.338211 57.882290 377.775879
222.406067 57.882290 373.115448
213.591125 57.882290 367.840118
205.403748 57.882290 362.070679
196.224182 57.862942 357.507050
187.331207 57.896858 352.410645
177.316330 56.341026 353.470337
169.442230 50.498230 355.464111
159.667618 47.771935 354.449799
150.723053 45.997227 350.022369
142.513596 45.448551 343.854156
136.758728 44.737991 335.695526
133.045731 43.529640 326.415497
129.939804 42.937073 316.895782
126.969467 43.271881 307.017487
124.079117 43.060364 297.405609
121.033203 42.896938 287.865387
116.440674 42.109913 278.729889
109.562592 41.482727 271.349396
101.392929 41.567577 265.138885
92.397339 42.541218 260.607178
82.769424 43.720272 257.577057
72.845757 45.123981 255.948608
63.116032 47.428234 253.886917
55.127499 50.295589 248.181198
50.331730 51.073711 238.875381
49.102741 48.692936 229.199234
49.978973 49.117363 219.004791
51.939533 51.644115 196.420914
43.018906 52.116806 200.990891
34.095951 53.601791 205.327972
24.349354 54.374985 208.144028
14.593038 55.425766 210.816818
4.548788 56.382259 212.283401
-5.415545 56.558895 213.308975
-15.546629 57.127598 214.443878
-23.896996 58.834118 219.877121
-25.271719 60.601250 229.783081
-21.040239 64.076012 238.250168
-15.304430 68.559235 245.417328
-8.649979 69.319977 253.131882
-3.339468 69.319977 261.788361
2.899395 69.319977 269.972504
4.092063 69.319977 280.165649
7.032656 66.559334 289.394073
10.484638 66.116791 298.963287
12.995275 66.115021 308.880646
10.562594 66.116791 318.902710
11.782087 66.113617 308.791077
13.885201 66.116791 298.551575
10.926497 66.224075 288.896881
5.340248 69.319977 280.995605
-0.664383 69.319977 272.633148
-8.063418 69.319977 265.802979
-17.316999 69.319977 261.546417
-26.700960 68.763000 257.932983
-36.027256 67.618736 254.501587
-45.561340 68.261421 251.270981
-55.082794 70.477203 253.923172
-60.858913 74.969109 262.059143
-59.735069 77.886421 271.685822
-52.620197 79.390984 278.981110
-45.016079 79.683441 285.743469
-37.997341 80.988724 292.996582
-33.770226 83.176079 302.122253
-38.252930 86.082832 310.849823
-47.871883 88.621979 312.687531
-56.031410 87.398392 306.773895
-63.708508 86.685249 300.247131
-71.656975 84.615845 294.351166
-80.108208 82.733696 289.122742
-89.182770 85.822113 285.486633
-99.194427 85.813911 284.119202
-106.479813 86.057655 276.809998
-111.896271 86.070221 267.928040
-116.426628 86.070221 258.928314
-122.871231 86.070221 250.820129
-130.898880 86.070221 244.800186
-139.079117 85.746338 238.862274
-147.773254 85.556129 233.393372
-157.487244 86.265526 229.930374
-167.082870 88.020943 227.347168
-176.918350 90.444641 224.736893
-186.434433 92.949417 222.491211
-196.070465 94.910637 220.411087
-205.578125 97.609306 218.770355
-215.355347 99.521706 219.838776
-221.516068 102.917046 227.031860
-221.638809 104.320496 236.938141
-218.182953 104.320488 246.573898
-211.556992 104.320496 254.420486
-203.740234 104.320496 260.929077
-194.704376 104.320496 266.325684
-185.779022 104.320496 271.295410
-177.121460 104.320496 276.458740
-168.079437 104.320496 280.951202
-165.815521 104.320496 290.892151
-172.507935 105.704742 298.713928
-180.620682 108.432243 304.379913
-188.949234 110.547417 309.602814
-197.519684 113.884308 313.643188
-207.598526 113.890015 316.166931
-217.586029 115.503403 315.841431
-227.214142 115.457527 311.800140
-231.861496 113.837227 303.017273
-232.773315 112.024025 292.780243
-228.883820 109.436440 283.780182
-225.076660 106.767982 274.359436
-221.944962 104.565399 264.802795
-218.932480 104.306015 255.088715
-217.991898 104.320450 244.979828
-222.643402 104.320496 235.991776
-229.846481 102.952438 228.874359
-239.517822 102.555138 226.044693
-248.782700 99.013344 228.252045
-258.875244 98.220314 230.084473
-268.691193 96.883812 228.163254
-277.928314 96.599701 223.397385
-286.522766 96.585999 217.962250
-291.905426 96.585991 209.316574
-285.641724 96.585999 217.224350
-276.336975 100.524811 215.901733
-272.155670 102.301193 206.984238
-275.108459 102.441391 197.262360
-280.114777 107.024078 189.802582
-288.143799 107.487328 183.371857
-296.207397 107.492432 177.298645
-287.824188 107.500412 183.241425
-280.959198 106.763260 190.586868
-276.183594 102.443863 198.498901
-270.612518 102.348328 207.019302
-262.623077 101.407524 213.330643
-253.226746 100.136574 216.612152
-243.299850 100.400269 215.000763
-235.136276 100.131874 208.926437
-231.028854 100.117310 199.580948
-230.847839 100.117310 189.557602
-233.146423 100.140617 179.558014
-236.469696 104.376831 171.030884
-240.558304 108.244949 162.431366
-248.813522 109.301826 156.633347
-257.374969 113.310738 152.466904
-266.131256 117.634460 149.046021
-274.697906 121.882271 145.534348
-277.332581 125.213173 136.471130
-268.346649 124.140282 132.057755
-258.987457 120.790817 129.250748
-249.684464 117.036530 127.427887
-240.065018 114.216423 125.916100
-230.135193 111.937393 124.947792
-220.695999 108.913185 126.281296
-212.081497 108.258057 131.534195
-210.406189 108.258057 141.420624
-214.829300 108.258057 150.487717
-222.455124 108.258057 157.139313
-230.442490 108.233261 163.695999
-235.807175 103.976311 171.202072
-232.483902 100.122681 180.058487
-222.394348 100.117310 180.608353
-212.719833 100.117310 178.076508
-202.632721 100.169968 176.806915
-192.480240 100.148560 175.869400
-182.484604 100.148560 174.659027
-174.634811 100.148560 168.382416
-168.907028 100.148560 160.170334
-165.582016 100.148560 150.696320
-163.549957 100.148560 140.799835
-169.761017 100.148560 132.876358
-175.487823 97.304085 125.052971
-179.046585 95.509171 115.748711
-169.561142 95.429749 112.486618
-160.091187 95.212883 115.884537
-150.930313 94.664886 120.514450
-142.308945 93.727737 126.064941
-133.960327 92.335243 131.777847
-134.278885 91.490448 121.550140
-136.015732 88.353065 113.015244
-130.228378 91.303680 120.624634
-124.631569 93.600517 128.637222
-118.816750 92.560883 136.961929
-113.237282 90.834648 145.421936
-108.444916 87.250549 153.835403
-103.603615 83.767265 162.099991
-99.098106 83.179466 171.011765
-97.119293 83.163940 180.961533
-98.496346 83.163940 191.174240
-100.804611 82.561508 201.023224
-99.984497 79.072922 210.645233
-91.473282 75.697891 214.729736
-82.269203 75.176300 210.711502
-72.290733 74.991913 209.751404
-67.462044 74.984795 218.538147
-63.694016 72.755692 227.619385
-59.615860 69.930786 236.351318
-53.240211 67.972954 243.865234
-43.135712 66.345734 244.033783
-33.835281 63.788467 241.288986
-28.496717 61.339737 232.812561
-27.513195 59.705910 222.832382
-27.884060 58.257957 212.854584
-33.096764 58.037334 203.922180
-38.501564 56.359886 195.562119
-44.041630 56.335384 186.909164
-36.714523 56.337139 194.106293
-27.920504 56.504318 199.311890
-18.330999 56.135468 202.486572
-8.379553 56.252148 204.247070
1.507337 56.382259 205.778809
11.591599 55.918617 207.341171
21.576725 54.609123 208.825867
31.530884 52.909691 209.723038
41.582600 51.415039 209.277832
46.622681 51.985195 200.385300
41.896915 51.723228 191.489853
32.544350 49.544785 188.390228
23.520962 46.051708 185.192291
15.158122 41.291882 181.774857
6.821682 42.430229 176.308044
-0.536578 45.203285 170.080078
-8.288347 45.535671 163.734406
-14.692882 40.830936 157.156387
-21.332850 45.133053 150.577087
-23.312416 46.606647 148.651321
-16.497053 41.997574 142.816879
-11.630621 35.074284 137.169739
-8.576067 27.513140 131.268555
-5.822924 20.401104 124.493187
-3.058526 13.894144 117.189682
-0.348204 8.398715 109.168915
2.282417 6.459623 99.487404
-7.008433 6.459623 95.308495
-17.237202 6.931908 94.965569
-26.888000 8.876679 92.779716
-31.343433 9.569368 83.785919
-35.075050 9.435993 74.021042
-38.735710 9.456264 64.441811
-41.859364 7.948171 54.785347
-44.194122 5.906804 45.024647
-46.262955 6.540659 35.183018
-48.345600 6.308081 25.242710
-53.460873 5.739872 16.388874
-59.289139 4.710486 8.169755
-65.298462 6.799648 0.056795
-75.113670 7.812802 -2.717693
-83.852592 5.432680 2.158860
-91.012711 3.690768 8.976688
-100.592209 3.678342 11.894634
-110.680122 3.678342 12.955618
-120.730286 3.678342 13.921046
-130.907089 3.692472 14.898636
-141.036392 4.522480 15.871667
-149.898849 9.177151 16.156139
-159.781647 10.792655 15.698970
-169.646667 11.452919 13.771846
-179.579117 11.698124 11.469132
-189.601791 10.954123 9.115940
-199.524338 9.929444 6.770914
-209.292114 9.273356 4.462454
-219.207642 8.717133 2.280351
-229.467957 8.774074 2.854424
-239.431061 8.755316 4.223523
-249.472916 8.343066 5.603447
-259.652527 8.648088 7.002311
-269.654816 8.748363 8.376822
-279.671417 8.305017 10.420253
-288.267242 7.307104 15.560950
-296.865631 6.763845 20.776638
-305.430145 6.562346 25.971558
-314.246155 6.670807 31.131336
-323.448059 7.090858 35.181267
-333.520142 7.397154 37.381088
-343.414429 7.230730 39.065342
-353.627930 6.871779 40.770458
-363.507111 6.772123 42.419746
-373.579559 6.917310 44.557312
-383.143280 7.339281 48.141140
-391.543793 7.280312 54.044960
-398.662018 6.819856 61.141834
-405.539551 6.356944 68.668816
-412.057068 6.626073 76.401314
-416.841980 6.769745 85.536545
-425.714325 7.517530 90.389069
-435.163055 7.167166 94.058563
-444.932037 6.694076 97.836792
-454.553619 7.448235 100.598358
-464.541229 7.393411 103.092842
-474.728851 6.506364 104.186760
-485.038513 6.141992 104.499733
-495.205231 6.808861 104.931664
-505.242737 7.257928 106.176491
-515.067261 9.804161 107.532516
-524.596436 13.053276 108.847771
-514.752625 10.446233 108.926178
-506.242004 6.942941 104.428886
-500.291016 5.393332 96.145988
-497.911316 6.021290 86.126091
-498.072662 7.392308 76.210121
-500.543213 8.848573 66.285225
-504.427673 11.064551 57.181591
-502.087402 10.622037 47.067574
-498.288177 8.518890 37.894283
-493.018066 7.589498 29.171764
-484.828583 6.958035 23.044882
-474.552979 6.088000 23.036175
-464.794556 7.452055 25.219774
-454.839447 7.054787 27.837238
-444.922058 6.772123 29.920429
-434.973206 6.771646 31.226282
-424.862152 6.772123 31.930494
-414.634705 7.353567 31.359671
-404.705353 7.548674 33.392433
-394.570251 7.380816 32.797897
-384.575012 7.389612 31.689861
-375.093567 7.552126 28.496988
-365.825439 7.461680 24.486433
-356.840088 5.525767 20.475536
-347.805328 3.423638 16.197508
-338.562897 3.562971 12.379497
-328.921265 3.677134 8.528147
-319.427185 4.351052 4.735773
-310.091522 6.442643 1.006805
-300.825928 8.019300 -2.694148
-291.523376 8.141558 -6.409844
-281.952332 7.345681 -9.568859
-272.113159 6.650931 -12.086035
-262.578186 4.819670 -14.525379
-252.981552 3.433968 -16.980488
-243.092178 3.582648 -19.510483
-233.310669 3.688755 -22.012896
-223.344849 3.710922 -25.065619
-217.498398 3.740282 -33.226761
-212.213867 3.769142 -41.723087
-210.464996 3.751328 -51.591793
-211.493469 6.059579 -61.371986
-212.413376 8.648986 -71.226204
-211.643478 11.461635 -80.818787
-206.669022 19.102530 -85.296059
-196.869278 19.954536 -82.278587
-186.650864 17.585354 -81.366158
-178.648132 12.413724 -78.111900
-173.241470 9.127436 -70.212860
-169.651947 8.609756 -60.735195
-166.122437 10.896918 -51.320847
-161.328110 11.244087 -42.200989
-155.079132 11.983578 -34.116047
-146.385437 11.730167 -28.573185
-136.761536 11.173513 -24.647278
-127.061623 11.065173 -21.598734
-116.923660 11.240861 -19.954309
-106.847115 12.104587 -19.212605
-97.508583 12.792465 -23.120676
-88.939362 13.797297 -28.307482
-80.507240 16.719557 -32.879890
-70.778458 15.907434 -35.236145
-62.497101 12.008678 -30.539204
-54.853550 12.035674 -23.932798
-48.376568 11.597371 -16.047239
-46.052139 14.814763 -6.797099
-44.779617 13.788293 3.238356
-43.574352 13.341887 13.422783
-42.429817 10.242840 23.094032
-40.974503 7.117180 32.596016
-38.744118 7.463742 42.476490
-35.540787 6.638710 52.067917
-27.128380 5.887308 57.733795
-17.380331 4.793670 60.073753
-7.390670 3.546301 60.876331
2.547869 3.617068 63.410046
11.678624 3.697954 67.489052
20.863335 3.740777 71.681885
30.061625 3.626176 75.880928
39.260147 4.465996 80.080124
48.451176 3.356271 84.275932
57.737007 4.423965 88.514992
66.661224 5.579619 93.265839
61.007366 5.409162 101.888123
51.779057 5.539311 106.150940
41.593510 5.475800 105.930931
31.452358 6.013608 103.875526
21.302868 6.185885 102.239197
11.182298 6.456073 102.766899
1.163688 6.467781 104.249275
-4.687785 11.515818 111.158478
-7.827857 16.957075 118.956390
-10.575953 24.045071 126.118164
-13.285954 31.337044 132.806564
-17.359615 38.631737 138.616058
-22.565355 44.632088 145.080261
-24.907814 46.711452 147.596542
-18.193672 41.380329 152.937637
-10.826182 43.729191 159.745972
-4.306409 45.417202 167.181442
-2.304487 42.099094 176.823822
-4.440987 45.105347 186.293350
-7.130115 52.747032 192.825287
-10.828540 56.246632 200.769165
634.399963 40.566517 617.657288
634.399963 40.566517 617.657288
627.920349 41.274826 605.972046
623.234070 42.707729 597.254028
618.133240 44.420044 588.647278
610.039551 45.951519 582.654236
601.182556 47.032223 577.698364
592.178284 48.499729 573.274048
583.099487 49.172695 568.819763
574.092529 48.836803 564.400818
564.977966 48.835262 559.928711
555.929443 48.819637 555.598389
546.474976 48.631577 552.014832
536.946533 47.926617 548.811462
527.339661 47.354992 545.590271
517.808777 47.848724 542.394592
508.201904 48.077164 539.173340
498.690002 48.643902 535.983887
489.083130 49.393188 532.762817
479.419312 50.006313 529.522644
469.945374 50.886795 526.346130
460.300537 52.274033 523.112366
450.826599 53.378513 519.935669
441.200745 54.758869 516.708313
431.650909 56.797386 513.506226
422.328857 59.125050 510.380615
412.797974 60.453190 507.185303
403.153137 61.367813 503.951813
393.584290 62.472832 500.743774
383.920471 64.108765 497.503876
374.398193 64.841888 494.282715
364.935760 65.163948 490.661163
355.670776 65.779480 486.812683
346.291504 66.194763 482.873901
336.962616 65.958450 479.080383
326.693481 65.325089 478.413025
316.724548 64.866760 476.220825
307.233856 65.222603 472.540070
298.239380 65.331795 468.011719
288.823120 65.122826 462.464325
280.840973 64.330582 456.423615
273.194000 63.312172 449.719513
265.916870 62.424622 442.697510
258.618683 61.215855 435.639496
251.277374 59.813408 428.539581
244.080002 58.846218 421.578918
236.738693 58.350826 414.479095
229.467316 58.069790 407.393677
222.114517 57.993546 400.307312
214.429474 57.882290 393.799072
206.283783 57.882290 387.641113
198.114090 57.881470 381.821198
189.221146 57.085716 376.823669
180.611023 53.893208 372.611816
171.382034 51.347725 369.455078
161.707489 48.888184 366.805878
152.030426 46.250526 365.940613
142.458252 42.852726 366.547943
133.071259 39.381668 367.970154
123.167809 37.364681 367.616974
113.744553 34.122036 366.669128
104.254662 30.876646 365.033813
94.597054 28.600704 363.085541
84.878052 26.942913 360.690125
75.393692 25.427336 357.250854
66.112419 24.440441 353.549561
57.039940 24.565218 349.026215
48.762497 26.013525 343.464478
40.287048 29.203566 338.660034
31.453371 32.346115 334.860229
22.034285 35.377804 336.311096
14.937230 34.999207 343.387665
9.388000 30.167229 350.293335
4.286051 21.372631 349.943451
-4.215578 18.137579 354.657928
-12.281178 21.479216 359.923889
-21.401892 25.366957 362.539520
-29.907635 19.690069 362.340210
-37.147934 12.563057 362.460449
-47.034847 11.116165 363.409119
-56.513504 14.877394 363.647705
-66.379044 13.465408 362.416260
-75.051132 8.870917 359.193909
-83.512848 7.204764 364.631958
-89.477478 8.166939 372.624512
-93.199745 14.683073 379.667175
-97.894058 20.948433 386.040405
-106.367081 17.532707 390.433380
-114.035454 11.480432 393.420563
-122.216080 7.140583 397.423920
-131.067657 5.690138 402.396057
-140.001389 5.112338 407.426392
-148.743149 6.035045 412.348633
-156.895065 9.769054 416.889252
-165.643616 13.761591 420.127655
-175.486954 17.126196 419.663757
-184.338669 17.402477 414.563354
-192.271469 15.747404 408.260254
-201.335953 12.729622 404.585144
-211.153732 13.100691 402.565857
-219.936111 18.498199 401.329834
-229.300446 21.676813 399.553833
-238.049072 17.039909 397.660645
-245.270706 10.133574 396.095917
-255.250961 8.503269 394.235046
-264.460419 12.546086 391.991760
-273.185577 16.899527 388.583069
-281.034119 20.219305 383.289246
-287.952423 17.517139 376.092377
-293.030548 11.996183 369.289429
-298.348267 7.111345 362.140381
-304.572754 8.991569 354.401642
-312.585754 11.602456 348.572205
-317.619049 12.996855 339.477081
-323.553253 10.569378 331.500000
-332.433044 5.870694 329.105988
-342.450226 5.022123 328.311523
-352.460815 5.033177 327.108643
-358.970978 4.943408 319.416534
-368.736877 5.025213 316.695038
-378.654572 5.863887 315.475006
-388.852692 7.051143 314.486664
-398.123779 9.270752 318.251129
-404.396637 12.435049 325.726013
-407.102844 13.170673 335.504791
-405.414429 13.059237 345.536926
-402.464722 10.463182 355.042053
-399.467621 10.066533 364.679169
-397.546173 11.242807 374.537415
