Shattered Dawn: Going to Wrack and Ruins
Custom
HailActorGetQuest -Actor "Doomsayer Adarius"
-500.727509 66.384888 246.070847
-503.876160 66.745003 259.383789
-513.864563 65.119759 260.339752
-523.205750 61.432339 260.179779
-533.401489 62.408100 259.613525
-543.620850 61.618557 259.113831
-553.726074 62.151825 259.171173
-563.835388 62.113052 259.896698
-573.878906 60.084858 260.424530
-584.205933 59.747097 260.403870
-594.303528 58.273735 260.354492
-603.174133 57.767056 265.290619
-612.292664 57.767059 269.457001
-621.694336 57.767056 273.190369
-630.901184 57.767056 277.138947
-639.916382 58.311630 281.641541
-648.320190 59.747097 286.880249
-656.082886 59.747101 293.529419
-662.935791 59.745129 301.295105
-667.234436 54.388268 308.606781
-670.048889 48.834637 316.530060
-671.476074 47.311947 326.480835
-671.048462 47.311947 336.776276
-667.798706 47.311947 346.478485
-661.114441 47.311947 354.301147
-651.277832 47.277981 356.615234
-641.065613 47.277981 356.676971
-631.571655 43.971066 357.402039
-623.224548 38.390728 358.304993
-614.474426 33.517941 359.217316
-604.050049 33.517944 360.300934
-594.044434 33.517941 361.028870
Custom
HailActor "a tamed Shik'Nar drone" 2
-586.401306 33.517941 359.452362
Custom
WaitWhileMoving
0 0 0
603.476624 428.818512 -582.362305
613.202759 428.167542 -585.563782
621.640686 428.167542 -591.510010
629.602966 427.544830 -597.962097
637.040710 427.148987 -604.732788
643.823669 427.086060 -612.232056
650.368042 427.148987 -619.795654
657.137573 427.148987 -627.619507
664.503235 426.816925 -634.570496
674.160889 427.148987 -638.741760
684.359680 427.148987 -640.070190
694.431885 427.148987 -639.749084
704.305054 427.148987 -637.554443
713.406372 427.148987 -632.957458
720.369995 427.148987 -625.662537
725.561646 427.148987 -617.077271
718.026917 427.148987 -610.015320
709.356384 428.286743 -605.017578
700.970337 429.650238 -599.191040
691.691711 429.352844 -594.796387
681.806763 429.024933 -591.941345
673.076050 425.063782 -588.524963
667.364746 423.100861 -580.430725
669.519226 420.685394 -570.669800
676.660400 417.818848 -563.908569
685.971069 414.147583 -563.820190
694.532349 410.134460 -567.388062
699.872986 406.334930 -575.293091
699.653687 402.843842 -584.725525
695.364197 399.443665 -593.118530
688.126160 396.217712 -599.303406
678.415344 393.021851 -600.434326
669.591858 389.894531 -596.174255
663.719849 386.746094 -588.507568
661.574036 383.633667 -579.203979
664.913452 380.576935 -570.277832
672.325562 377.259094 -564.047241
681.641052 373.762634 -561.740845
691.242004 370.498901 -561.618103
699.959778 367.515015 -565.780579
703.010315 364.581116 -575.006104
700.529602 361.284485 -584.401489
694.185486 357.623688 -591.339600
686.042053 353.681305 -595.791931
676.648071 350.321411 -596.775635
667.367676 347.174774 -593.981628
660.219177 344.320831 -587.268127
657.299255 341.821472 -577.919617
659.087952 339.338654 -568.114380
664.094238 336.941986 -559.719055
672.116028 334.493805 -553.988525
681.704407 331.996277 -551.611816
691.178650 329.515350 -554.079529
698.427795 327.078827 -560.644165
703.573669 324.564575 -569.063171
707.005981 322.198120 -578.162659
707.212646 319.933502 -588.071594
701.228516 317.523590 -595.992371
694.140869 314.600555 -602.828430
686.190063 311.594421 -608.449890
676.937134 309.683777 -612.179138
667.226501 307.011261 -613.364990
657.085876 305.581482 -613.334412
647.305725 305.332092 -610.574402
639.280823 304.199768 -604.703491
631.040894 303.612701 -598.648987
622.810974 303.192444 -592.601746
614.534790 302.795319 -586.520203
606.335449 302.554108 -580.495605
598.012939 302.384155 -574.380249
589.872375 302.328857 -568.405029
581.062195 302.178802 -563.085938
571.415039 300.619202 -560.252075
561.127258 299.860229 -560.137207
551.349854 297.977722 -561.723755
541.643188 295.650818 -563.394165
531.593872 293.927765 -565.210449
521.809021 292.001892 -567.285889
512.081787 289.513641 -569.356079
502.368744 287.663849 -571.198364
492.228882 286.761902 -572.944824
482.388519 286.050537 -574.627563
472.395935 285.005341 -576.060425
462.065308 284.121460 -576.606323
451.960938 283.263336 -575.226868
442.547180 282.720428 -571.350586
433.477722 282.445038 -566.825073
424.664825 283.487793 -561.820740
416.098816 285.041412 -556.768494
407.632660 284.768646 -551.451355
400.023163 284.459076 -544.918457
392.865997 283.594513 -537.903564
385.617798 282.419830 -530.630066
379.177368 281.900421 -522.953979
372.672424 281.198090 -514.981995
366.397186 279.797241 -507.291443
359.937469 278.674377 -499.455627
353.236115 277.997040 -491.698517
346.552551 277.259308 -484.001892
338.321289 277.122131 -478.003906
328.777069 276.901642 -474.587311
319.105347 277.000946 -471.541412
308.651611 278.147400 -472.088623
299.256378 278.585388 -475.551941
290.765259 279.073669 -480.894196
282.857147 280.106506 -487.323883
275.214386 281.331543 -494.210297
267.828857 282.442505 -501.068787
260.247253 282.121368 -508.109528
252.665573 281.083344 -515.150208
245.294159 280.264618 -521.995605
237.920013 279.485138 -528.921814
230.262161 278.505432 -535.730286
222.581665 277.286682 -542.227173
214.939224 274.647736 -548.620544
208.367966 271.730804 -555.899902
205.600662 270.591064 -565.737488
203.207138 269.692474 -575.696167
200.758392 269.334961 -585.511719
198.291122 269.313782 -595.401855
195.865463 269.338654 -605.124756
193.412048 269.750488 -614.959106
190.949387 270.977417 -624.830444
188.486725 271.868530 -634.701843
185.418488 272.220306 -644.449402
179.561523 272.516418 -652.862122
