Escape From the House of Droag
Custom
HailActor "Commander Glish" 4
-1423.390747 217.410614 1362.739014
-1421.973022 218.170013 1352.647217
-1420.769653 221.420761 1342.963623
-1420.082153 226.378799 1334.281738
-1420.150024 230.260559 1325.045166
-1420.491943 231.555710 1315.049561
-1420.811890 230.026993 1304.945068
-1420.505005 229.144348 1294.716553
-1419.989624 230.265076 1284.765625
-1418.961182 231.392242 1274.843018
-1417.520752 234.553040 1265.404297
-1416.040894 236.566544 1255.696289
-1414.752930 236.257904 1245.779297
-1413.836304 234.369202 1235.784912
-1413.747803 230.982590 1226.241577
-1416.662354 227.065765 1217.120728
-1421.228882 223.412781 1208.784424
-1427.158813 218.895432 1202.096680
-1433.802368 213.979401 1196.436523
-1440.590332 208.893402 1191.034302
-1447.755615 203.860703 1185.767822
-1455.413696 200.249176 1180.282227
-1463.617310 199.067490 1174.406006
-1471.835815 199.077332 1168.519043
-1480.024780 198.631958 1162.653198
-1488.213867 196.781738 1156.786743
-1496.034180 194.001648 1151.184692
-1504.149170 192.716476 1145.371704
-1512.293945 192.630661 1139.537598
-1520.497803 192.192566 1133.661011
-1528.657227 191.141998 1127.816406
-1536.890503 189.552078 1121.918701
-1545.064819 187.668198 1116.063232
-1553.179810 185.349609 1110.250366
-1561.250732 182.375244 1104.469116
-1569.085571 179.670944 1098.857056
-1577.171387 178.114502 1093.065063
-1585.345581 178.292236 1087.209961
-1593.490234 179.511536 1081.376099
-1601.708740 181.233322 1075.488647
-1610.095703 182.256546 1070.084839
-1618.719604 182.465576 1064.984375
-1627.452759 182.663559 1059.818970
-1636.108154 183.268753 1054.699829
-1644.747803 184.633820 1049.589966
-1653.355713 185.820251 1044.498291
-1661.979126 187.155426 1039.397583
-1670.727783 188.170074 1034.223145
-1679.304688 189.190231 1029.150635
-1687.959717 190.186325 1024.031616
-1696.677002 191.039581 1018.875305
-1705.093872 192.074707 1013.500427
-1712.607544 193.336884 1006.968079
-1720.020630 194.700851 999.882080
-1727.263184 196.106796 992.959290
-1734.597656 197.635529 985.948486
-1741.853394 199.242813 979.012939
-1749.056763 200.585602 972.127502
-1756.242310 201.818405 964.791199
-1762.638672 203.984528 957.413879
-1768.653320 206.635300 949.791687
-1774.560791 209.557388 942.039307
-1780.754028 210.842743 933.911743
-1786.705566 212.112869 925.740173
-1792.580811 212.435608 917.424194
-1797.957031 213.516251 908.760132
-1802.897949 214.982224 899.796143
-1807.619995 216.297043 890.857056
-1812.350098 216.588715 881.901917
-1817.062378 216.086899 872.692749
-1821.556030 215.081573 863.697937
-1826.049561 214.804443 854.703064
-1830.672607 215.427124 845.448242
-1835.142456 215.497604 836.360657
-1839.381348 214.093811 827.202515
-1843.108154 210.663712 818.318726
-1845.634399 207.569565 809.124451
-1846.676758 208.538452 798.959229
-1848.004761 210.667252 788.960693
-1849.230225 213.275803 779.268372
Custom
ClickActor widget_droag_cage_door
-1848.603271 214.631897 774.095459
Custom
Target "a captured trooper"
-1848.603271 214.631897 774.095459
Custom
UseItem "Legion of Danak Marching Orders"
-1848.603271 214.631897 774.095459
Wait
20
-1848.603271 214.631897 774.095459
-1853.054321 212.033218 782.760742
-1857.811646 208.593567 791.055725
-1860.143799 205.793900 800.633667
-1859.958862 204.574081 810.829346
-1858.853027 205.659729 820.943970
-1856.635864 207.031082 830.631836
-1853.831299 208.326553 840.419800
-1850.781738 209.481842 849.977783
-1843.483765 211.411362 856.676575
-1836.056763 212.739822 863.381409
-1829.427612 214.495148 870.697510
-1823.427979 216.205841 878.643066
-1818.166382 216.987900 887.391296
-1815.600952 216.114853 897.056763
-1812.291870 213.654434 906.432190
-1805.885986 211.588272 913.914490
-1798.675537 210.491241 920.763245
-1791.188965 210.392456 927.557068
-1783.701172 209.960632 934.349548
-1776.140869 209.860748 941.061096
-1768.682983 207.343384 947.586548
-1761.216675 204.826111 953.851379
-1753.803955 201.959702 960.011108
-1746.125732 200.952621 966.391235
-1738.350464 199.695404 972.852600
-1730.700317 198.236130 979.209534
-1722.924683 196.602631 985.670837
-1715.107178 195.283813 992.167053
-1707.317627 194.045227 998.640015
-1699.484375 192.702972 1004.826599
-1691.477051 191.498215 1010.970337
-1683.396240 190.480438 1017.167725
-1675.459473 189.494537 1023.254639
-1667.407471 188.544083 1029.429077
-1659.312256 187.561539 1035.636719
-1651.404297 186.167511 1041.700928
-1643.438721 184.858948 1047.809204
-1635.487549 183.383743 1053.906128
-1627.478760 182.663589 1060.047363
-1619.383545 182.447906 1066.254761
-1611.173096 182.146530 1072.550781
-1603.265137 181.133820 1078.614990
-1595.285156 179.268066 1084.734375
-1587.391724 177.731216 1090.787354
-1579.253296 177.753860 1097.028320
-1571.172607 179.189575 1103.225098
-1563.379883 181.970551 1109.200684
-1555.587158 184.807983 1115.176392
-1547.794434 187.294556 1121.151855
-1539.886475 189.203049 1127.216064
-1531.920898 190.203827 1133.324463
-1523.926514 191.257126 1139.454590
-1515.816895 191.251694 1145.673340
-1507.837036 191.374771 1151.792725
-1500.058716 194.424866 1157.757690
-1492.352417 197.687378 1163.666992
-1484.473267 199.934464 1169.708984
-1476.493286 200.426178 1175.828125
-1468.455688 199.848022 1181.991821
-1460.447021 201.132889 1188.133301
-1453.187256 205.268646 1193.700195
-1446.359619 210.791992 1198.935791
-1440.021729 217.020248 1203.795898
-1433.249146 222.639709 1209.071533
-1426.776978 227.510712 1215.440552
-1421.340454 230.569046 1223.351563
-1417.631714 234.036530 1232.087891
-1415.447754 236.144943 1241.903198
-1415.236572 236.358673 1252.273804
-1416.108643 234.534302 1262.088745
-1418.222778 232.223053 1271.613281
-1420.857910 231.408142 1281.407227
-1422.200439 230.644623 1291.525391
-1422.427124 230.562271 1301.540039
-1421.987305 232.240433 1311.585083
-1421.244629 231.463638 1321.667114
-1420.512207 228.009521 1331.077271
-1420.147705 223.132660 1339.959839
-1420.450684 218.940948 1349.101563
-1421.976440 217.210068 1359.032593
Custom
HailActor "Commander Glish" 3
-1422.797974 217.329742 1362.771118
-1421.973022 218.170013 1352.647217
-1420.769653 221.420761 1342.963623
-1420.082153 226.378799 1334.281738
-1420.150024 230.260559 1325.045166
-1420.491943 231.555710 1315.049561
-1420.811890 230.026993 1304.945068
-1420.505005 229.144348 1294.716553
-1419.989624 230.265076 1284.765625
-1418.961182 231.392242 1274.843018
-1417.520752 234.553040 1265.404297
-1416.040894 236.566544 1255.696289
-1414.752930 236.257904 1245.779297
-1413.836304 234.369202 1235.784912
-1413.747803 230.982590 1226.241577
-1416.662354 227.065765 1217.120728
-1421.228882 223.412781 1208.784424
-1427.158813 218.895432 1202.096680
-1433.802368 213.979401 1196.436523
-1440.590332 208.893402 1191.034302
-1447.755615 203.860703 1185.767822
-1455.413696 200.249176 1180.282227
-1463.617310 199.067490 1174.406006
-1471.835815 199.077332 1168.519043
-1480.024780 198.631958 1162.653198
-1488.213867 196.781738 1156.786743
-1496.034180 194.001648 1151.184692
-1504.149170 192.716476 1145.371704
-1512.293945 192.630661 1139.537598
-1520.497803 192.192566 1133.661011
-1528.657227 191.141998 1127.816406
-1536.890503 189.552078 1121.918701
-1545.064819 187.668198 1116.063232
-1553.179810 185.349609 1110.250366
-1561.250732 182.375244 1104.469116
-1569.085571 179.670944 1098.857056
-1577.171387 178.114502 1093.065063
-1585.345581 178.292236 1087.209961
-1593.490234 179.511536 1081.376099
-1601.708740 181.233322 1075.488647
-1610.095703 182.256546 1070.084839
-1618.719604 182.465576 1064.984375
-1627.452759 182.663559 1059.818970
-1636.108154 183.268753 1054.699829
-1644.747803 184.633820 1049.589966
-1653.355713 185.820251 1044.498291
-1661.979126 187.155426 1039.397583
-1670.727783 188.170074 1034.223145
-1679.304688 189.190231 1029.150635
-1687.959717 190.186325 1024.031616
-1696.677002 191.039581 1018.875305
-1705.093872 192.074707 1013.500427
-1712.607544 193.336884 1006.968079
-1720.020630 194.700851 999.882080
-1727.263184 196.106796 992.959290
-1734.597656 197.635529 985.948486
-1741.853394 199.242813 979.012939
-1749.056763 200.585602 972.127502
-1756.242310 201.818405 964.791199
-1762.638672 203.984528 957.413879
-1768.653320 206.635300 949.791687
-1774.560791 209.557388 942.039307
-1780.754028 210.842743 933.911743
-1786.705566 212.112869 925.740173
-1792.580811 212.435608 917.424194
-1797.957031 213.516251 908.760132
-1802.897949 214.982224 899.796143
-1807.619995 216.297043 890.857056
-1812.350098 216.588715 881.901917
-1817.062378 216.086899 872.692749
-1821.556030 215.081573 863.697937
-1826.049561 214.804443 854.703064
-1830.672607 215.427124 845.448242
-1835.142456 215.497604 836.360657
-1839.381348 214.093811 827.202515
-1843.108154 210.663712 818.318726
-1845.634399 207.569565 809.124451
-1846.676758 208.538452 798.959229
-1848.004761 210.667252 788.960693
-1849.230225 213.275803 779.268372
Custom
ClickActor widget_droag_cage_door
-1848.603271 214.631897 774.095459
Custom
Target "a captured trooper"
-1848.603271 214.631897 774.095459
Custom
UseItem "Legion of Danak Marching Orders"
-1848.603271 214.631897 774.095459
Wait
20
-1848.603271 214.631897 774.095459
-1853.054321 212.033218 782.760742
-1857.811646 208.593567 791.055725
-1860.143799 205.793900 800.633667
-1859.958862 204.574081 810.829346
-1858.853027 205.659729 820.943970
-1856.635864 207.031082 830.631836
-1853.831299 208.326553 840.419800
-1850.781738 209.481842 849.977783
-1843.483765 211.411362 856.676575
-1836.056763 212.739822 863.381409
-1829.427612 214.495148 870.697510
-1823.427979 216.205841 878.643066
-1818.166382 216.987900 887.391296
-1815.600952 216.114853 897.056763
-1812.291870 213.654434 906.432190
-1805.885986 211.588272 913.914490
-1798.675537 210.491241 920.763245
-1791.188965 210.392456 927.557068
-1783.701172 209.960632 934.349548
-1776.140869 209.860748 941.061096
-1768.682983 207.343384 947.586548
-1761.216675 204.826111 953.851379
-1753.803955 201.959702 960.011108
-1746.125732 200.952621 966.391235
-1738.350464 199.695404 972.852600
-1730.700317 198.236130 979.209534
-1722.924683 196.602631 985.670837
-1715.107178 195.283813 992.167053
-1707.317627 194.045227 998.640015
-1699.484375 192.702972 1004.826599
-1691.477051 191.498215 1010.970337
-1683.396240 190.480438 1017.167725
-1675.459473 189.494537 1023.254639
-1667.407471 188.544083 1029.429077
-1659.312256 187.561539 1035.636719
-1651.404297 186.167511 1041.700928
-1643.438721 184.858948 1047.809204
-1635.487549 183.383743 1053.906128
-1627.478760 182.663589 1060.047363
-1619.383545 182.447906 1066.254761
-1611.173096 182.146530 1072.550781
-1603.265137 181.133820 1078.614990
-1595.285156 179.268066 1084.734375
-1587.391724 177.731216 1090.787354
-1579.253296 177.753860 1097.028320
-1571.172607 179.189575 1103.225098
-1563.379883 181.970551 1109.200684
-1555.587158 184.807983 1115.176392
-1547.794434 187.294556 1121.151855
-1539.886475 189.203049 1127.216064
-1531.920898 190.203827 1133.324463
-1523.926514 191.257126 1139.454590
-1515.816895 191.251694 1145.673340
-1507.837036 191.374771 1151.792725
-1500.058716 194.424866 1157.757690
-1492.352417 197.687378 1163.666992
-1484.473267 199.934464 1169.708984
-1476.493286 200.426178 1175.828125
-1468.455688 199.848022 1181.991821
-1460.447021 201.132889 1188.133301
-1453.187256 205.268646 1193.700195
-1446.359619 210.791992 1198.935791
-1440.021729 217.020248 1203.795898
-1433.249146 222.639709 1209.071533
-1426.776978 227.510712 1215.440552
-1421.340454 230.569046 1223.351563
-1417.631714 234.036530 1232.087891
-1415.447754 236.144943 1241.903198
-1415.236572 236.358673 1252.273804
-1416.108643 234.534302 1262.088745
-1418.222778 232.223053 1271.613281
-1420.857910 231.408142 1281.407227
-1422.200439 230.644623 1291.525391
-1422.427124 230.562271 1301.540039
-1421.987305 232.240433 1311.585083
-1421.244629 231.463638 1321.667114
-1420.512207 228.009521 1331.077271
