A Poison Most Precious
Custom
HailActor Nika 12
4279.583008 -1076.148315 1457.628296
4289.443848 -1077.885864 1460.437622
4299.018066 -1080.571167 1463.231445
4308.961426 -1083.247681 1466.137085
4316.476074 -1089.655273 1468.487183
Custom
PathHarvest 62 50 1 1 1 0 "empty bucket -DNT" "an empty othmir bucket" 8
4319.359375 -1092.622314 1469.444946
4329.578125 -1093.211914 1468.620483
4339.716309 -1093.877930 1467.545410
4349.993652 -1094.483154 1465.207764
4360.048828 -1094.536743 1462.229736
4368.334961 -1094.237305 1456.549194
4363.518555 -1094.155640 1447.645874
4356.487305 -1093.978638 1440.228149
4347.389160 -1093.711182 1434.870239
4337.999023 -1093.564209 1430.495239
4329.707520 -1093.184570 1424.493652
4322.640625 -1093.175415 1417.240723
4315.188965 -1093.183105 1409.864136
4306.502930 -1092.869141 1404.354980
4297.277344 -1092.205933 1400.218628
4287.614258 -1091.451904 1397.586670
4278.635254 -1090.864990 1392.863159
4270.963379 -1090.196533 1386.366211
4266.284180 -1088.739868 1377.646484
4268.086914 -1087.902344 1367.801880
4272.885742 -1086.173828 1359.078247
4278.011719 -1084.561890 1349.969604
4283.033203 -1084.030518 1341.045288
4288.124512 -1084.812378 1331.998169
4292.256836 -1085.683838 1322.748901
4293.752441 -1086.406494 1312.685181
4294.873047 -1086.898926 1302.493896
4296.298828 -1086.963013 1292.497314
4299.500488 -1087.514038 1283.035522
4306.646973 -1088.796631 1275.997070
4314.814941 -1089.987305 1270.146973
4321.520996 -1090.994873 1262.502197
4327.811523 -1091.703979 1254.601685
4333.276855 -1091.750854 1246.099121
4332.195801 -1090.980347 1235.933594
4324.613770 -1089.880859 1229.255493
4317.100586 -1087.845215 1222.300659
4309.321289 -1085.886597 1216.002319
4301.179199 -1083.936401 1209.792725
4293.094727 -1082.334595 1203.711182
4284.083496 -1081.806763 1198.929077
4274.479004 -1081.609131 1195.921509
4264.527344 -1081.438721 1193.919678
4254.876953 -1081.622681 1197.731934
4245.843750 -1081.619019 1202.046265
4237.022461 -1081.011475 1206.803101
4228.907715 -1080.629272 1212.776001
4221.845703 -1080.228027 1220.137573
4214.825195 -1079.970093 1227.786499
4207.814941 -1079.868530 1235.418945
4200.504395 -1079.648804 1242.979980
4191.794922 -1079.195435 1248.754272
4182.002441 -1078.861694 1251.744873
4171.708984 -1078.282227 1252.657349
4161.532715 -1077.228882 1252.288818
4151.341309 -1075.748413 1250.629150
4141.802246 -1074.522217 1247.689087
4133.211426 -1074.768921 1242.335938
4125.814453 -1075.475708 1235.094238
4118.874023 -1076.147949 1227.281616
4112.168945 -1076.084839 1219.731323
4105.452637 -1075.660645 1212.167603
4104.083496 -1075.712036 1210.625977
4319.359375 -1092.622314 1469.444946
4319.359375 -1092.622314 1469.444946
4329.380371 -1093.164551 1466.705444
4339.161133 -1093.815186 1463.980469
4348.638184 -1094.374512 1460.128784
4357.006348 -1094.294067 1454.572021
4365.471191 -1094.213745 1448.717041
4373.704590 -1094.166260 1443.021973
4382.026855 -1094.076294 1437.399292
4390.877930 -1094.561035 1432.180298
4399.578125 -1095.100952 1427.050781
4408.424805 -1096.642334 1421.833618
4417.315918 -1096.582886 1416.591431
4426.241699 -1096.505981 1411.327881
