Elements of Destruction: Shadow Casting in the Dark
Custom
HailActorGetQuest -Actor "Maelin Starpyre"
246.286530 -7.264997 -27.841722
256.427460 -7.122557 -27.380095
266.475677 -7.118815 -26.922684
276.476807 -7.122557 -26.465405
286.583771 -7.262892 -25.860531
296.650543 -6.776640 -24.973253
306.860504 -6.176642 -24.000879
317.126465 -5.576640 -23.023172
327.352661 -5.576640 -22.024666
337.241058 -5.205733 -20.466991
347.135620 -5.276413 -18.601902
357.030182 -5.276184 -16.736818
367.016846 -5.275961 -14.854369
377.027557 -5.275783 -12.999400
387.098816 -5.275635 -12.135829
397.327087 -5.206138 -12.501334
407.518311 -5.218138 -13.192183
411.964142 -5.276583 -13.640945
Custom
ClickActor "Lift Switch Main Floor"
419.706055 -4.962229 -13.534133
Wait
50
0 0 0
414.864929 15.301863 -13.074815
404.684174 15.243421 -13.355867
394.587769 15.257010 -13.330935
385.046783 15.257010 -10.261603
380.405121 15.257010 -1.247618
375.713776 15.257010 7.863164
371.084747 15.288809 16.804356
366.185303 15.257010 25.579107
361.219940 15.257010 34.445930
356.309479 15.257010 43.214611
351.417419 15.257010 51.950577
346.461273 15.257010 60.801052
341.560059 15.257010 69.553360
336.543884 15.288809 78.303139
330.087860 15.288809 86.093063
322.864563 15.257010 93.155930
315.413177 15.257010 99.983086
308.080536 15.257010 106.882523
304.657806 15.257010 110.306000
307.383209 15.253416 120.214066
310.647766 15.253416 129.867172
314.303772 15.236242 139.325714
315.298370 15.218242 141.598938
325.246338 15.203420 140.053543
335.562134 15.203420 140.193787
345.812439 15.261869 140.516357
350.947479 15.213414 140.677933
350.178070 15.213414 150.841949
350.117523 15.213414 161.089783
350.085663 15.221007 171.176559
352.447357 14.696446 180.961899
361.812592 14.799407 184.661285
370.464417 14.696447 189.859695
379.332642 14.696446 194.992783
388.349579 15.221227 199.534851
398.179596 15.203420 202.389053
408.229187 15.203420 203.112106
418.478241 15.203420 202.741089
428.563599 15.213414 202.614014
428.648376 15.213414 212.890839
428.490234 15.213414 223.022110
428.943787 15.213414 233.199326
439.043884 15.241902 231.502808
Custom
ZoneDoor zone_to_poj
441.503571 15.241901 230.335175
-23.825735 -67.506226 1.303441
-13.797956 -67.633423 -0.583296
-3.786081 -67.508041 -0.181130
6.458529 -67.506226 -0.083914
16.674006 -67.633423 -0.098418
26.679972 -67.506226 -0.388395
36.657257 -67.631195 -2.123820
Custom
HailActor "Druzzil Ro" 1
43.857956 -67.506226 -6.522550
36.678783 -67.631119 0.507744
28.843433 -67.506226 6.812097
Custom
ClickActor TintFlags-7656
27.076744 -67.022217 8.058863
23.766073 -67.506226 -1.511184
Custom
ClickActor "interogation cell door 3"
21.275837 -67.506226 -6.284578
20.486496 -67.604309 -9.425413
23.163290 -67.604309 -19.299252
Wait
50
23.703911 -67.604309 -22.790043
22.111244 -67.604309 -12.766061
20.570152 -67.506226 -2.669628
10.855536 -67.506226 -0.048148
Custom
ClickActor "betrayer cell door"
10.598955 -67.506226 -6.257533
Custom
HailActor "Tayil N'Velex" 18
10.354038 -67.602905 -8.520206
11.477945 -67.506226 -1.711853
1.531226 -67.514496 -0.611581
-8.421144 -67.506226 0.974054
-18.331137 -67.633423 3.160665
Custom
ZoneDoor "zone_to_pok"
-25.687416 -67.506226 7.024311
429.311340 15.213415 232.123352
428.841766 15.213415 201.631165
418.730103 15.203420 201.642075
408.697693 15.203420 201.756516
398.676514 15.203420 201.864090
389.070374 15.221227 198.889236
380.299225 14.696446 193.493546
371.535950 14.696446 188.099960
363.190430 14.799407 182.412674
356.247345 14.999279 175.213272
352.036774 15.221227 166.128693
350.290771 15.213415 156.244781
350.376801 15.213414 146.142212
350.588104 15.213414 140.341202
340.459778 15.203420 140.500778
330.374512 15.203420 140.965271
320.145966 15.203420 141.105988
311.296234 15.253416 136.336731
309.604828 15.253416 126.389519
307.382599 15.253416 116.611664
305.575562 15.257010 106.570427
309.812012 15.257010 97.315819
315.548492 15.257010 88.972832
321.296448 15.288809 80.614876
326.991241 15.288809 72.334160
332.728516 15.257010 63.991665
339.943512 15.257010 56.923557
346.762054 15.257010 49.327507
352.988556 15.257010 41.179775
359.040771 15.257010 33.086304
365.009644 15.257010 24.749325
370.461823 15.288809 16.173285
376.062225 15.257010 7.797441
381.861847 15.257010 -0.384216
388.076630 15.257010 -8.279224
392.864502 15.257010 -12.391318
402.913605 15.243421 -13.476694
412.969025 15.243421 -13.722675
416.817230 15.242903 -13.473970
420.060059 15.595232 -13.432715
Wait
100
0 0 0
413.159546 -5.276584 -13.354367
408.429871 -5.218152 -13.206094
398.312164 -5.277670 -13.028104
388.155365 -5.275607 -12.754016
378.121948 -5.275767 -12.887131
367.843567 -5.275933 -12.852405
357.512817 -5.275998 -12.243754
